fecha,dim,clave,in,out,net,aum
2026-07-02,gestora,Bull Market Asset Management S.A.,1968311672.35,-15027062393.78,-13058750721.42,680793980699.06
2026-07-02,gestora,Bancor Fondos S.G.F.C.I.S.A.U.,12693982710.86,-1095496899.96,11598485810.91,730425622928.77
2026-07-02,gestora,Chimpay S.A.,38181928.99,-178753.44,38003175.55,46882708410.90
2026-07-02,gestora,IEB S.A.,5053303137.95,-17154989083.87,-12101685945.92,568596928994.88
2026-07-02,gestora,Capital Markets Argentina Asset Management S.A.,14866155.13,-1498049500.85,-1483183345.72,28072496808.58
2026-07-02,gestora,Cocos Asset Management S.A.,22570235331.78,-5992591.82,22564242739.96,942137000115.34
2026-07-02,gestora,Investis Asset Management S.A.S.G.F.C.I.,45304734015.88,-36131206123.04,9173527892.84,1829013927830.50
2026-07-02,gestora,One618 Asset Management S.G.F.C.I.S.A.,21521207393.16,-66201422071.37,-44680214678.20,1840982408426.82
2026-07-02,gestora,Ciudad Administradora de Activos S.A.U.,1936090934.22,-2283788449.24,-347697515.02,476109007135.16
2026-07-02,gestora,Delta Asset Management S.A.,14649625715.34,-224958659652.74,-210309033937.40,2525683110318.67
2026-07-02,gestora,Dracma Asset Management S.A.,353415971.04,-2141453.40,351274517.63,67721118199.72
2026-07-02,gestora,BBVA Asset Management Argentina S.A.U.S.G.F.C.I.,43784971849.37,-2210138241.72,41574833607.64,4318205078989.85
2026-07-02,gestora,Galicia Asset Management S.A.U.,204981432069.34,-3178318985.58,201803113083.76,11891976692473.30
2026-07-02,gestora,Industrial Asset Management S.G.F.C.I.S.A.,27969562593.05,-1274959065.68,26694603527.37,939603214092.84
2026-07-02,gestora,Tutelar Inversora S.A.,0.00,0.00,0.00,6051001426.80
2026-07-02,gestora,Patagonia Inversora S.A.S.G.F.C.I,43490163539.95,-468038437.58,43022125102.37,2058096342751.89
2026-07-02,gestora,Max Capital Asset Management S.A.,12599541610.67,-16690379413.49,-4090837802.82,978307259615.97
2026-07-02,gestora,MEGA QM S.A.,39919215078.17,-3330224326.15,36588990752.02,1501187347019.60
2026-07-02,gestora,SAM Argentina S.G.F.C.I.S.A.U.,267535.11,0.00,267535.11,94724893573.37
2026-07-02,gestora,Parakeet S.G.F.C.I.S.A.,5110180620.92,-127360833.56,4982819787.36,158006075491.94
2026-07-02,gestora,Pellegrini S.A.S.G.F.C.I.,166523141473.21,-718427238.39,165804714234.82,3635764763901.68
2026-07-02,gestora,Macro Fondos S.G.F.C.I.S.A.,99544359626.37,-3088785670.35,96455573956.02,5270006954188.33
2026-07-02,gestora,Supervielle Asset Management S.A.,14688487137.35,-15780055009.91,-1091567872.57,1189372665765.90
2026-07-02,gestora,Schroder S.A.S.G.F.C.I.,28589685288.32,-1266831435.72,27322853852.60,2161632410962.49
2026-07-02,gestora,Santander Asset Management G.F.C.I.S.A.,141702681659.75,-18613704855.20,123088976804.56,10550757520913.90
2026-07-02,gestora,Ualá Fondos S.A.U.,16844042747.57,-23539585.68,16820503161.88,212827148164.34
2026-07-02,gestora,Valiant Asset Management S.G.F.C.I.S.A.U.,1709807239.25,-39507466.97,1670299772.27,76380950592.13
2026-07-02,gestora,Wise Capital Asset Management S.A.,1719745954.69,-778185332.01,941560622.69,72114478698.23
2026-07-02,gestora,Puente Asset Management S.A.,298999594.00,0.00,298999594.00,309503836.72
2026-07-02,gestora,First Capital Markets S.A.,2150281.34,-281626996.31,-279476714.98,133344904790.29
2026-07-02,gestora,Cohen S.A.,0.00,0.00,0.00,9176244.65
2026-07-02,gestora,Mercado Pago Asset Managemet S.A.,235923650614.36,0.00,235923650614.36,9040109417524.41
2026-07-02,bucket,Renta Fija ARS T+1,95702483030.48,-100556053160.53,-4853570130.05,16362991517160.92
2026-07-02,bucket,Renta Fija ARS,74602443965.83,-32275788744.14,42326655221.69,3643742348451.71
2026-07-02,gestora,Nuevo Chaco Fondos S.A.S.G.F.C.I.,460847165.09,-461771455.32,-924290.23,102514330386.38
2026-07-02,gestora,Cono Sur S.G.F.C.I.S.A.,1751012390.78,-1238130870.03,512881520.74,60273773529.42
2026-07-02,gestora,CMF Asset Management S.A.U.,10328505268.50,-4487357120.36,5841148148.13,311503739633.57
2026-07-02,gestora,Nativa S.G.F.C.I.S.A.,0.00,0.00,0.00,14012489.60
2026-07-02,gestora,Grupo SS S.A.S.G.F.C.I.,11483222.38,-62860537.72,-51377315.34,214959372990.03
2026-07-02,gestora,Mills Asset Management S.A.,208317571.69,0.00,208317571.69,46653633883.24
2026-07-02,gestora,Quiron Asset Management S.A.,287154173.21,-286203359.10,950814.11,27793233792.51
2026-07-02,gestora,Tandem Capital S.A.,205020.29,-2072299950.21,-2072094929.92,39780546991.77
2026-07-02,gestora,Zofingen Investment S.A.,9624476038.72,-3689792201.09,5934683837.63,548106194048.24
2026-07-02,gestora,C y C Administradora de Fondos S.A.,10569.01,-1081270367.51,-1081259798.49,59566080820.63
2026-07-02,bucket,Renta Fija USD,43168398.67,-9515190.78,33653207.89,7361602301.73
2026-07-02,gestora,Axis S.G.F.C.I.S.A.,9916913090.89,-11292004226.69,-1375091135.80,415538680073.37
2026-07-02,bucket,Renta Mixta,32042616601.14,-23020097993.07,9022518608.07,4561938654315.55
2026-07-02,gestora,Blacktoro Asset Management S.A.,48407579.48,0.00,48407579.48,2523718316.15
2026-07-02,gestora,GMC Asset Management S.A.U.,1769838170.03,0.00,1769838170.03,90821242724.30
2026-07-02,bucket,PyMEs,4236230206.54,-4527601467.32,-291371260.78,2009753410294.84
2026-07-02,bucket,Infraestructura,796999865.13,-1227911759.85,-430911894.72,962966861715.74
2026-07-02,bucket,Retorno Total,12430809946.15,-2901806494.81,9529003451.34,1498214777278.72
2026-07-02,bucket,ASG,47887812.77,0.00,47887812.77,22135361460.31
2026-07-02,bucket,RG900,300265497.54,-406040038.10,-105774540.56,299372287603.90
2026-07-02,bucket,Money Market ARS (T+0),1245549381087.73,-552773155070.28,692776226017.45,52003922646813.32
2026-07-02,gestora,Tango Asset Management S.A.,3580307948.77,-342750428.37,3237557520.40,19057597224.13
2026-07-02,bucket,Money Market USD,64484104.23,-83167231.76,-18683127.53,6956551859.85
2026-07-02,bucket,Fondos Cerrados,0.00,0.00,0.00,725887802389.24
2026-07-02,gestora,Dracma S.A.,0.00,0.00,0.00,9663686642.99
2026-07-02,bucket,Fondos Cerrados USD,0.00,0.00,0.00,377371144.85
2026-07-02,bucket,Solicitud en tramite,0.00,0.00,0.00,113033.33
2026-07-02,bucket,En Proceso de Liquidacion por Pago Total,0.00,0.00,0.00,57511946.07
2026-07-02,gestora,Por Decision CNV,0.00,0.00,0.00,2030772.37
2026-07-02,gestora,Bayfe S.A.S.G.F.C.I.,0.00,0.00,0.00,55481173.70
2026-07-01,bucket,Renta Variable,6773959375.40,-1261386878.41,5512572496.99,1975888817546.60
2026-07-01,gestora,Allaria Fondos Administrados S.G.F.C.I.S.A.,135636666776.24,-22375813790.62,113260852985.62,2420962630694.00
2026-07-01,tipo_ger,Independiente,1427856549077.18,-288821422230.69,1139035126846.49,37488929013625.63
2026-07-01,gestora,BAVSA Fondos S.A.,292017694.48,-6114928141.71,-5822910447.23,217541572102.78
2026-07-01,gestora,StoneX Asset Management S.A.,9681897984.07,-8039800411.07,1642097573.00,677397434313.93
2026-07-01,gestora,Mariva Asset Management S.A.U.S.G.F.C.I.,46040599965.55,-1423070975.12,44617528990.42,415880880954.63
2026-07-01,tipo_ger,Bancaria,670454699873.22,-784656376926.78,-114201677053.56,45781184968765.65
2026-07-01,gestora,Novus Asset Management S.A.,3470639064.91,-173184153.34,3297454911.57,250764141382.12
2026-07-01,gestora,SBS Asset Management S.A.S.G.F.C.I.,48685298348.99,-4273937662.59,44411360686.40,1432509077061.28
2026-07-01,gestora,Proahorro Administradora de Activos S.A.,12680523134.66,-3981630436.55,8698892698.11,1833133509026.51
2026-07-01,gestora,Provinfondos S.A.S.G.F.C.I.,55926157876.26,-833978976.46,55092178899.80,2162254932675.00
2026-07-01,gestora,Adcap Asset Management S.G.F.C.I.S.A.,51588181812.14,-27546066406.94,24042115405.20,1771489766658.73
2026-07-01,gestora,ICBC Investments Argentina S.A.U.S.G.F.C.I.,23899911647.45,-10455156625.92,13444755021.54,2885414182546.31
2026-07-01,gestora,Argenfunds S.A.,5295628102.53,-15219588282.82,-9923960180.29,730613937015.14
2026-07-01,gestora,Mercofond S.G.F.C.I.S.A.,787007.25,-66733725.86,-65946718.60,2979114111.33
2026-07-01,gestora,Balanz S.G.F.C.I.S.A.U.,51841667960.41,-57196899663.58,-5355231703.17,3350582625365.62
2026-07-01,gestora,Bull Market Asset Management S.A.,1026554676.59,-3690902498.95,-2664347822.36,693269423438.59
2026-07-01,gestora,Bancor Fondos S.G.F.C.I.S.A.U.,19494762377.83,-2506600895.90,16988161481.93,718374868343.37
2026-07-01,gestora,Chimpay S.A.,185909486.96,-19070836.23,166838650.72,46249435658.18
2026-07-01,gestora,IEB S.A.,3946929442.28,-44788873005.25,-40841943562.97,580281260872.06
2026-07-01,gestora,Capital Markets Argentina Asset Management S.A.,2543786.34,-62061169.82,-59517383.48,29493076059.80
2026-07-01,gestora,Cocos Asset Management S.A.,26649756852.26,-4938734190.04,21711022662.22,919033025972.82
2026-07-01,gestora,Investis Asset Management S.A.S.G.F.C.I.,39014499271.16,-17055235192.35,21959264078.81,1817921392993.79
2026-07-01,gestora,One618 Asset Management S.G.F.C.I.S.A.,88221234235.93,-4671331788.63,83549902447.30,1883337842833.10
2026-07-01,gestora,Ciudad Administradora de Activos S.A.U.,4583509525.80,-4549462945.95,34046579.86,476160976715.18
2026-07-01,gestora,Delta Asset Management S.A.,230635697536.08,-2168766539.21,228466930996.88,2732142500928.17
2026-07-01,gestora,Dracma Asset Management S.A.,451272960.32,-47652438.73,403620521.59,67011230787.47
2026-07-01,gestora,BBVA Asset Management Argentina S.A.U.S.G.F.C.I.,64584530252.34,-13809623078.63,50774907173.71,4269991941345.43
2026-07-01,gestora,Galicia Asset Management S.A.U.,88731554999.35,-173688816447.80,-84957261448.45,11682416746484.64
2026-07-01,gestora,Industrial Asset Management S.G.F.C.I.S.A.,7177795200.19,-60454821098.35,-53277025898.15,912339008251.46
2026-07-01,gestora,Tutelar Inversora S.A.,0.00,0.00,0.00,6051001426.80
2026-07-01,gestora,Patagonia Inversora S.A.S.G.F.C.I,21148030487.75,-104029484.75,21044001003.00,2013791200280.19
2026-07-01,gestora,Max Capital Asset Management S.A.,93516817845.26,-24738770280.91,68778047564.34,981453546909.17
2026-07-01,gestora,MEGA QM S.A.,51544820256.24,-8384121422.12,43160698834.12,1463598881159.32
2026-07-01,gestora,SAM Argentina S.G.F.C.I.S.A.U.,720996.32,-4013779.79,-3292783.47,94370732143.64
2026-07-01,gestora,Parakeet S.G.F.C.I.S.A.,4787629631.60,-142392652.15,4645236979.45,152801867050.54
2026-07-01,gestora,Pellegrini S.A.S.G.F.C.I.,75269140071.12,-1697229056.58,73571911014.54,3467232074136.78
2026-07-01,gestora,Macro Fondos S.G.F.C.I.S.A.,65423597926.11,-220621044279.14,-155197446353.03,5169850569516.05
2026-07-01,gestora,Supervielle Asset Management S.A.,87441326871.41,-8596812479.94,78844514391.47,1189648356660.74
2026-07-01,gestora,Schroder S.A.S.G.F.C.I.,2295242446.88,-1461209594.05,834032852.83,2129231588360.60
2026-07-01,gestora,Santander Asset Management G.F.C.I.S.A.,110733782672.04,-285915730582.24,-175181947910.20,10417829230855.84
2026-07-01,gestora,Ualá Fondos S.A.U.,6785242102.08,-3742449561.95,3042792540.13,195866625029.70
2026-07-01,gestora,Valiant Asset Management S.G.F.C.I.S.A.U.,115036529.49,-2517369115.94,-2402332586.44,74695668092.50
2026-07-01,gestora,Wise Capital Asset Management S.A.,1825527641.09,-719475182.33,1106052458.76,71055967644.56
2026-07-01,gestora,Puente Asset Management S.A.,0.00,0.00,0.00,10500000.00
2026-07-01,gestora,First Capital Markets S.A.,791521.09,-3893160.75,-3101639.67,129486445585.23
2026-07-01,gestora,Cohen S.A.,0.00,0.00,0.00,9176243.84
2026-07-01,gestora,Mercado Pago Asset Managemet S.A.,524389222533.35,0.00,524389222533.35,8799809495668.65
2026-07-01,bucket,Renta Fija ARS T+1,138536533003.57,-106351087051.07,32185445952.49,16618193827222.83
2026-07-01,bucket,Renta Fija ARS,67289242265.69,-53255228369.74,14034013895.95,3597701124994.06
2026-07-01,gestora,Nuevo Chaco Fondos S.A.S.G.F.C.I.,12712857.44,-3149534006.32,-3136821148.89,102471534669.25
2026-07-01,gestora,Cono Sur S.G.F.C.I.S.A.,2681526417.19,-838020080.40,1843506336.79,59644406624.01
2026-07-01,gestora,CMF Asset Management S.A.U.,8918895509.39,-14891217333.31,-5972321823.92,305401026350.91
2026-07-01,gestora,Nativa S.G.F.C.I.S.A.,0.00,0.00,0.00,14012489.60
2026-07-01,gestora,Grupo SS S.A.S.G.F.C.I.,1153748971.46,0.00,1153748971.46,214937730881.46
2026-07-01,gestora,Mills Asset Management S.A.,89734625.48,-15000.00,89719625.47,46420972234.73
2026-07-01,gestora,Quiron Asset Management S.A.,908129530.14,-348612655.33,559516874.80,27727783821.12
2026-07-01,gestora,Tandem Capital S.A.,2318374115.22,0.00,2318374115.22,41829463737.24
2026-07-01,gestora,Zofingen Investment S.A.,4197208343.33,-2189584086.47,2007624256.86,541363103273.18
2026-07-01,gestora,C y C Administradora de Fondos S.A.,2891782558.83,0.00,2891782558.83,60520959566.11
2026-07-01,bucket,Renta Fija USD,32457461.23,-5733282.81,26724178.42,7213977256.54
2026-07-01,gestora,Axis S.G.F.C.I.S.A.,9276222094.09,-645552869.99,8630669224.10,416409436096.65
2026-07-01,bucket,Renta Mixta,24944574392.53,-42023172240.19,-17078597847.66,4306316434508.26
2026-07-01,gestora,Blacktoro Asset Management S.A.,216258407.85,0.00,216258407.85,2473445952.90
2026-07-01,gestora,GMC Asset Management S.A.U.,348256344.51,0.00,348256344.51,89027698014.92
2026-07-01,bucket,PyMEs,2018643184.51,-5175784453.75,-3157141269.23,2009288249172.11
2026-07-01,bucket,Infraestructura,1924440232.54,-6178847.44,1918261385.10,961160596473.61
2026-07-01,bucket,Retorno Total,14841064507.14,-30908426863.35,-16067362356.21,1456829636682.22
2026-07-01,bucket,ASG,80036129.02,-399999999.90,-319963870.88,22043557635.86
2026-07-01,bucket,RG900,3256804348.74,-139350249.32,3117454099.42,299500511315.40
2026-07-01,bucket,Money Market ARS (T+0),1838525848341.89,-833887986319.37,1004637862022.52,51282987480053.91
2026-07-01,gestora,Tango Asset Management S.A.,274941665.28,-2613981114.61,-2339039449.33,15811748734.52
2026-07-01,bucket,Money Market USD,87645708.14,-63464602.11,24181106.04,6975053651.75
2026-07-01,bucket,Fondos Cerrados,0.00,0.00,0.00,725579719754.65
2026-07-01,gestora,Dracma S.A.,0.00,0.00,0.00,9663686642.99
2026-07-01,bucket,Fondos Cerrados USD,0.00,0.00,0.00,377371144.04
2026-07-01,bucket,Solicitud en tramite,0.00,0.00,0.00,113033.33
2026-07-01,bucket,En Proceso de Liquidacion por Pago Total,0.00,0.00,0.00,57511946.07
2026-07-01,gestora,Por Decision CNV,0.00,0.00,0.00,2030772.37
2026-07-01,gestora,Bayfe S.A.S.G.F.C.I.,0.00,0.00,0.00,55481173.70
2026-06-29,bucket,Renta Variable,10821459222.11,-1330265968.83,9491193253.28,1998051373529.29
2026-06-29,gestora,Allaria Fondos Administrados S.G.F.C.I.S.A.,70065548546.91,-18473285767.73,51592262779.18,2221843461483.75
2026-06-29,tipo_ger,Independiente,609811219910.68,-689000899805.17,-79189679894.49,35619768016525.81
2026-06-29,gestora,BAVSA Fondos S.A.,1467124342.14,-4984171954.45,-3517047612.32,220174904551.59
2026-06-29,gestora,StoneX Asset Management S.A.,16816759175.43,-6556415674.66,10260343500.78,695453255098.36
2026-06-29,gestora,Mariva Asset Management S.A.U.S.G.F.C.I.,17798758898.02,-5602944642.05,12195814255.97,393927141182.03
2026-06-29,tipo_ger,Bancaria,566466350454.27,-1073984380337.14,-507518029882.87,45054890841379.20
2026-06-29,gestora,Novus Asset Management S.A.,219922779.97,-5838771063.16,-5618848283.18,250053403046.93
2026-06-29,gestora,SBS Asset Management S.A.S.G.F.C.I.,34420372462.93,-57527047224.97,-23106674762.04,1373411984085.67
2026-06-29,gestora,Proahorro Administradora de Activos S.A.,175421675.51,-70152216822.56,-69976795147.05,1884843303852.33
2026-06-29,gestora,Provinfondos S.A.S.G.F.C.I.,90250593.88,-207610488437.03,-207520237843.15,2080570314274.05
2026-06-29,gestora,Adcap Asset Management S.G.F.C.I.S.A.,37784307525.39,-94864463248.07,-57080155722.68,1814421454447.74
2026-06-29,gestora,ICBC Investments Argentina S.A.U.S.G.F.C.I.,8125821861.21,-68399141742.29,-60273319881.09,2808163100686.58
2026-06-29,gestora,Argenfunds S.A.,57509960907.61,-5187408918.74,52322551988.88,780527665278.04
2026-06-29,gestora,Mercofond S.G.F.C.I.S.A.,0.00,-3718566.57,-3718566.57,3005251731.98
2026-06-29,gestora,Balanz S.G.F.C.I.S.A.U.,139626366807.55,-55401832327.95,84224534479.60,3313714910921.44
2026-06-29,gestora,Bull Market Asset Management S.A.,6593034012.16,-2054489609.65,4538544402.51,675352708964.66
2026-06-29,gestora,Bancor Fondos S.G.F.C.I.S.A.U.,546117531.46,-35109375799.70,-34563258268.24,711169115363.17
2026-06-29,gestora,Chimpay S.A.,19893003.63,0.00,19893003.63,46411116918.22
2026-06-29,gestora,IEB S.A.,23129179195.00,-12689001431.49,10440177763.51,590648707154.59
2026-06-29,gestora,Capital Markets Argentina Asset Management S.A.,39158469.33,-877386658.52,-838228189.19,29631307227.69
2026-06-29,gestora,Cocos Asset Management S.A.,24935834972.08,-311029788.75,24624805183.32,887191976642.82
2026-06-29,gestora,Investis Asset Management S.A.S.G.F.C.I.,5807698865.43,-36894895479.41,-31087196613.98,1778393610804.28
2026-06-29,gestora,One618 Asset Management S.G.F.C.I.S.A.,1725784632.78,-89962288113.38,-88236503480.60,1765311380975.88
2026-06-29,gestora,Ciudad Administradora de Activos S.A.U.,2552980237.23,-17133152097.45,-14580171860.21,469204007619.32
2026-06-29,gestora,Delta Asset Management S.A.,28991891470.88,-180499833.79,28811391637.09,1949165242886.95
2026-06-29,gestora,Dracma Asset Management S.A.,18154038.27,-54662605.36,-36508567.09,66558438426.48
2026-06-29,gestora,BBVA Asset Management Argentina S.A.U.S.G.F.C.I.,15554253923.78,-111391631179.88,-95837377256.10,4245499728146.81
2026-06-29,gestora,Galicia Asset Management S.A.U.,20350795599.54,-170087056312.23,-149736260712.69,11464205125640.50
2026-06-29,gestora,Galileo Argentina S.G.F.C.I.S.A.,824366987.20,-2690201262.39,-1865834275.19,506499904706.99
2026-06-29,gestora,Industrial Asset Management S.G.F.C.I.S.A.,19490017248.14,-12392311019.71,7097706228.43,965424015737.89
2026-06-29,gestora,Tutelar Inversora S.A.,0.00,0.00,0.00,6143448089.73
2026-06-29,gestora,Patagonia Inversora S.A.S.G.F.C.I,46419327416.03,-15887536685.15,30531790730.87,1975881431879.83
2026-06-29,gestora,Max Capital Asset Management S.A.,2372349561.32,-50409425012.42,-48037075451.10,854723827762.50
2026-06-29,gestora,MEGA QM S.A.,1211443388.54,-105775446511.26,-104564003122.72,1414410641123.01
2026-06-29,gestora,SAM Argentina S.G.F.C.I.S.A.U.,0.00,-11059919.97,-11059919.97,93476297045.17
2026-06-29,gestora,Parakeet S.G.F.C.I.S.A.,316127194.53,-3432268849.39,-3116141654.85,147209852851.05
2026-06-29,gestora,Pellegrini S.A.S.G.F.C.I.,1646126517.96,-136891788056.16,-135245661538.19,3432194008534.83
2026-06-29,gestora,Macro Fondos S.G.F.C.I.S.A.,239997253903.93,-20866093426.65,219131160477.28,5112171757354.17
2026-06-29,gestora,Supervielle Asset Management S.A.,64309639477.48,-49211617309.66,15098022167.82,1171200800059.84
2026-06-29,gestora,Schroder S.A.S.G.F.C.I.,1033367205.44,-21443209897.42,-20409842691.98,2123879058988.65
2026-06-29,gestora,Santander Asset Management G.F.C.I.S.A.,129585007245.62,-223401243629.19,-93816236383.57,10225280294900.21
2026-06-29,gestora,Ualá Fondos S.A.U.,4800104741.02,-605558.01,4799499183.01,187657736120.47
